candidate_name,candidate_path,expression_similarity,frame_idx,identity_score,lighting_similarity,output_name,pose_similarity,quality_score,selected_copy_path,selected_source_path,source_id,src_area_ratio,src_brightness,src_contrast,src_det_score,src_mouth_width,src_n_faces,src_roll,src_sharpness,src_yaw_proxy,target_id,target_mouth_width,target_path,target_roll,target_yaw_proxy,total_score,video_idx
id16_0000_f00040.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00040.png,0.930232,00120,0.966849,0.586143,id0_id16_0003_00120.png,0.954022,0.33783,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id16_0003_00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00040.png,id16,0.070851,72.126077,31.893891,0.883068,0.824561,1,-10.521912,16.13649,-0.115012,id0,0.800003,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id16_0003_00120.png,-13.325545,-0.122157,0.65798,0003
id16_0000_f00180.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00180.png,0.864092,00000,0.95692,0.530227,id0_id16_0004_00000.png,0.935494,0.417485,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id16_0004_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00180.png,id16,0.066537,79.491821,29.532866,0.894941,0.81879,1,-1.962912,38.481678,-0.126732,id0,0.771245,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id16_0004_00000.png,-5.086641,-0.141842,0.676773,0004
id16_0000_f00070.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00070.png,0.784296,00060,0.92605,0.563538,id0_id16_0004_00060.png,0.802762,0.375551,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id16_0004_00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00070.png,id16,0.065469,79.960287,26.1097,0.815873,0.778347,1,-3.402061,30.829506,0.15457,id0,0.761367,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id16_0004_00060.png,1.139071,0.076892,0.626608,0004
id16_0000_f00180.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00180.png,0.776147,00120,0.95692,0.573428,id0_id16_0004_00120.png,0.569359,0.417485,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id16_0004_00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00180.png,id16,0.066537,79.491821,29.532866,0.894941,0.81879,1,-1.962912,38.481678,-0.126732,id0,0.731966,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id16_0004_00120.png,5.772731,0.056556,0.629128,0004
id16_0000_f00070.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00070.png,0.767796,00000,0.92605,0.913718,id0_id16_0007_00000.png,0.863153,0.375551,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id16_0007_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00070.png,id16,0.065469,79.960287,26.1097,0.815873,0.778347,1,-3.402061,30.829506,0.15457,id0,0.70886,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id16_0007_00000.png,3.439158,0.18528,0.647681,0007
id16_0000_f00070.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00070.png,0.952908,00060,0.92605,0.961669,id0_id16_0007_00060.png,0.9682,0.375551,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id16_0007_00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00070.png,id16,0.065469,79.960287,26.1097,0.815873,0.778347,1,-3.402061,30.829506,0.15457,id0,0.768608,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id16_0007_00060.png,-5.917194,0.153247,0.68835,0007
id16_0000_f00070.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00070.png,0.760468,00120,0.92605,0.915208,id0_id16_0007_00120.png,0.664917,0.375551,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id16_0007_00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id16/id16_0000_f00070.png,id16,0.065469,79.960287,26.1097,0.815873,0.778347,1,-3.402061,30.829506,0.15457,id0,0.739405,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id16_0007_00120.png,-1.116091,0.320638,0.626833,0007
id21_0000_f00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id21/id21_0000_f00000.png,0.716309,00000,0.95457,0.774952,id0_id21_0000_00000.png,0.881882,0.48637,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id21_0000_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id21/id21_0000_f00000.png,id21,0.074614,123.33424,37.398894,0.83815,0.929021,1,-7.409111,88.4046,-0.016589,id0,0.72446,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id21_0000_00000.png,-9.474215,0.03404,0.691891,0000
id21_0000_f00090.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id21/id21_0000_f00090.png,0.742467,00060,0.961641,0.775932,id0_id21_0000_00060.png,0.883038,0.48071,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id21_0000_00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id21/id21_0000_f00090.png,id21,0.0739,125.772517,36.709489,0.833241,0.883893,1,-3.93796,78.175496,-0.090094,id0,0.753743,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id21_0000_00060.png,5.143769,-0.096022,0.6952,0000
id21_0000_f00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id21/id21_0000_f00000.png,0.788775,00120,0.95457,0.794289,id0_id21_0000_00120.png,0.936211,0.48637,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id21_0000_00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id21/id21_0000_f00000.png,id21,0.074614,123.33424,37.398894,0.83815,0.929021,1,-7.409111,88.4046,-0.016589,id0,0.766733,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id21_0000_00120.png,-10.977471,-0.02852,0.709161,0000
id26_0000_f00015.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id26/id26_0000_f00015.png,0.96296,00000,0.982183,0.892761,id0_id26_0009_00000.png,0.970791,0.503324,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id26_0009_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id26/id26_0000_f00015.png,id26,0.122122,115.181874,29.810492,0.766178,0.726898,1,5.915972,112.136174,-0.109681,id0,0.754649,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id26_0009_00000.png,7.352888,-0.10298,0.758203,0009
id26_0000_f00010.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id26/id26_0000_f00010.png,0.714663,00060,0.981989,0.870274,id0_id26_0009_00060.png,0.819817,0.503876,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id26_0009_00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id26/id26_0000_f00010.png,id26,0.123421,116.025931,30.560068,0.754179,0.702247,1,4.196688,118.191293,-0.070979,id0,0.742695,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id26_0009_00060.png,-9.413009,-0.059454,0.704936,0009
id26_0000_f00010.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id26/id26_0000_f00010.png,0.75335,00120,0.981989,0.682477,id0_id26_0009_00120.png,0.90641,0.503876,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id26_0009_00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id26/id26_0000_f00010.png,id26,0.123421,116.025931,30.560068,0.754179,0.702247,1,4.196688,118.191293,-0.070979,id0,0.699657,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id26_0009_00120.png,1.610899,-0.036829,0.710009,0009
id3_0000_f00180.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id3/id3_0000_f00180.png,0.55278,00000,0.938541,0.668975,id0_id3_0007_00000.png,0.404932,0.451547,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id3_0007_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id3/id3_0000_f00180.png,id3,0.113359,115.282885,22.647654,0.889821,0.713753,1,5.708412,20.519175,-0.120886,id0,0.70886,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id3_0007_00000.png,3.439158,0.18528,0.59469,0007
id3_0000_f00180.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id3/id3_0000_f00180.png,0.356286,00060,0.938541,0.723449,id0_id3_0007_00060.png,0.355264,0.451547,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id3_0007_00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id3/id3_0000_f00180.png,id3,0.113359,115.282885,22.647654,0.889821,0.713753,1,5.708412,20.519175,-0.120886,id0,0.768608,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id3_0007_00060.png,-5.917194,0.153247,0.562973,0007
id3_0000_f00180.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id3/id3_0000_f00180.png,0.183342,00120,0.938541,0.734211,id0_id3_0007_00120.png,0.100407,0.451547,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id3_0007_00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id3/id3_0000_f00180.png,id3,0.113359,115.282885,22.647654,0.889821,0.713753,1,5.708412,20.519175,-0.120886,id0,0.739405,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id3_0007_00120.png,-1.116091,0.320638,0.512084,0007
id6_0000_f00090.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id6/id6_0000_f00090.png,0.762764,00000,0.925763,0.723718,id0_id6_0007_00000.png,0.655083,0.383058,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id6_0007_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id6/id6_0000_f00090.png,id6,0.108025,109.888679,27.146061,0.795583,0.831033,1,-5.578226,16.821835,0.056203,id0,0.70886,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id6_0007_00000.png,3.439158,0.18528,0.619926,0007
id6_0000_f00090.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id6/id6_0000_f00090.png,0.814693,00060,0.925763,0.778192,id0_id6_0007_00060.png,0.81582,0.383058,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id6_0007_00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id6/id6_0000_f00090.png,id6,0.108025,109.888679,27.146061,0.795583,0.831033,1,-5.578226,16.821835,0.056203,id0,0.768608,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id6_0007_00060.png,-5.917194,0.153247,0.646513,0007
id6_0000_f00090.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id6/id6_0000_f00090.png,0.618744,00120,0.925763,0.788954,id0_id6_0007_00120.png,0.456847,0.383058,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id0_id6_0007_00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id6/id6_0000_f00090.png,id6,0.108025,109.888679,27.146061,0.795583,0.831033,1,-5.578226,16.821835,0.056203,id0,0.739405,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id0_id6_0007_00120.png,-1.116091,0.320638,0.581761,0007
id11_0000_f00050.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id11/id11_0000_f00050.png,0.501027,00000,0.977617,0.698627,id10_id11_0001_00000.png,0.57889,0.46809,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id11_0001_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id11/id11_0000_f00050.png,id11,0.109947,102.463134,42.125346,0.865035,0.813708,1,4.770604,43.108945,-0.126349,id10,0.657827,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id11_0001_00000.png,-4.039697,0.045056,0.623019,0001
id11_0000_f00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id11/id11_0000_f00120.png,0.690313,00000,0.927087,0.903357,id10_id11_0004_00000.png,0.724458,0.478714,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id11_0004_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id11/id11_0000_f00120.png,id11,0.115689,101.694353,43.437057,0.877278,0.805016,1,-8.696967,46.593664,-0.187045,id10,0.752893,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id11_0004_00000.png,-15.881108,-0.083807,0.668354,0004
id11_0000_f00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id11/id11_0000_f00120.png,0.742481,00060,0.927087,0.897434,id10_id11_0004_00060.png,0.740093,0.478714,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id11_0004_00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id11/id11_0000_f00120.png,id11,0.115689,101.694353,43.437057,0.877278,0.805016,1,-8.696967,46.593664,-0.187045,id10,0.734088,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id11_0004_00060.png,-15.493433,-0.089791,0.677446,0004
id11_0000_f00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id11/id11_0000_f00120.png,0.878032,00120,0.927087,0.927427,id10_id11_0004_00120.png,0.912212,0.478714,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id11_0004_00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id11/id11_0000_f00120.png,id11,0.115689,101.694353,43.437057,0.877278,0.805016,1,-8.696967,46.593664,-0.187045,id10,0.873683,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id11_0004_00120.png,-13.697213,-0.202903,0.71649,0004
id12_0000_f00025.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id12/id12_0000_f00025.png,0.878713,00000,0.992134,0.621985,id10_id12_0001_00000.png,0.902435,0.382089,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id12_0001_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id12/id12_0000_f00025.png,id12,0.049079,119.521328,30.720578,0.889077,0.744467,1,-1.684,23.02327,0.082793,id10,0.657827,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id12_0001_00000.png,-4.039697,0.045056,0.673123,0001
id12_0000_f00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id12/id12_0000_f00120.png,0.916845,00000,0.986872,0.85824,id10_id12_0004_00000.png,0.495032,0.385214,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id12_0004_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id12/id12_0000_f00120.png,id12,0.048543,119.931517,30.556166,0.890993,0.736203,1,0.252528,24.317937,0.086747,id10,0.752893,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id12_0004_00000.png,-15.881108,-0.083807,0.650007,0004
id12_0000_f00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id12/id12_0000_f00060.png,0.904024,00060,0.955448,0.8739,id10_id12_0004_00060.png,0.501318,0.385487,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id12_0004_00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id12/id12_0000_f00060.png,id12,0.050152,119.448244,30.422515,0.899857,0.705237,1,1.317038,22.806372,0.073126,id10,0.734088,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id12_0004_00060.png,-15.493433,-0.089791,0.641762,0004
id12_0000_f00025.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id12/id12_0000_f00025.png,0.625945,00120,0.992134,0.847343,id10_id12_0004_00120.png,0.329268,0.382089,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id12_0004_00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id12/id12_0000_f00025.png,id12,0.049079,119.521328,30.720578,0.889077,0.744467,1,-1.684,23.02327,0.082793,id10,0.873683,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id12_0004_00120.png,-13.697213,-0.202903,0.589159,0004
id13_0000_f00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00060.png,0.965392,00000,0.965878,0.501467,id10_id13_0001_00000.png,0.949779,0.427895,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id13_0001_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00060.png,id13,0.045996,130.797296,45.094002,0.884737,0.6699,1,0.203745,39.899711,0.044672,id10,0.657827,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id13_0001_00000.png,-4.039697,0.045056,0.698882,0001
id13_0000_f00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00120.png,0.955139,00000,0.975342,0.852055,id10_id13_0004_00000.png,0.570312,0.434493,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id13_0004_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00120.png,id13,0.04663,130.60182,44.995424,0.889889,0.72323,1,0.64628,42.966603,0.043738,id10,0.752893,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id13_0004_00000.png,-15.881108,-0.083807,0.682262,0004
id13_0000_f00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00120.png,0.913644,00060,0.975342,0.865158,id10_id13_0004_00060.png,0.563722,0.434493,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id13_0004_00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00120.png,id13,0.04663,130.60182,44.995424,0.889889,0.72323,1,0.64628,42.966603,0.043738,id10,0.734088,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id13_0004_00060.png,-15.493433,-0.089791,0.676034,0004
id13_0000_f00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00120.png,0.678609,00120,0.975342,0.837772,id10_id13_0004_00120.png,0.374612,0.434493,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id13_0004_00120.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00120.png,id13,0.04663,130.60182,44.995424,0.889889,0.72323,1,0.64628,42.966603,0.043738,id10,0.873683,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id13_0004_00120.png,-13.697213,-0.202903,0.620499,0004
id13_0000_f00180.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00180.png,0.853214,00000,0.948898,0.803143,id10_id13_0007_00000.png,0.864596,0.423678,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id13_0007_00000.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00180.png,id13,0.045622,132.578421,44.483607,0.875685,0.81628,1,2.565016,40.550059,0.040373,id10,0.900222,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id13_0007_00000.png,-8.028684,0.046733,0.682478,0007
id13_0000_f00180.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00180.png,0.699354,00060,0.948898,0.803497,id10_id13_0007_00060.png,0.807154,0.423678,/data1/liyichen/document/frame_extract_workspace/work/selected_sources_per_target/id10_id13_0007_00060.png,/data1/liyichen/document/frame_extract_workspace/work/source_candidates/id13/id13_0000_f00180.png,id13,0.045622,132.578421,44.483607,0.875685,0.81628,1,2.565016,40.550059,0.040373,id10,1.02541,/data1/liyichen/document/frame_extract_workspace/work/target_frames/id10_id13_0007_00060.png,-5.973013,-0.009831,0.653673,0007
